Title,Type,Price,Rating,Reviews,Sold
Gabinete Gamer Solarmax Cm-b950 Frente Y Lateral De Vidrio Templado Con 4 Coolers Argb Filtro Antipolvo Color Negro,Gabinete,142971,"4,4",17,50
Motherboard Asus Prime H610m-k Ddr4 1700 12°gen 2 Color Negro,Placa Madre,116771,"4,9",78,500
Disco Sólido Ssd Kingston A400 240gb,Disco,49999,"4,8",18987,250000
Memoria Ram Fury Beast Ddr4 Gamer Color Negro 16gb 1 Kingston Kf432c16bb/16,RAM,62588,"4,9",4146,10000
Placa De Video GeForce Gráfica Msi Rtx 4060 Ventus 2x White 8gb Oc 912-v516-030,Placa de Video,482599,"5,0",6,100
Cooler 120mm Id-cooling Xf-12025-sd Pwm 1800rpm Pwm 4 Pines Led Sin Leds - Negro,Cooler,7170,"4,8",256,10000
Gabinete Gamer Level Up Cassiopeia Atx Led Rgb Ventilador Color Negro,Gabinete,99999,"4,7",378,1000
Placa madre Msi B450m Pro-VDH Max Am4 DDR4,Placa Madre,108256,"4,3",14,100
Case Bahia Externo Ssd Hiksemi Md202 M2/nvme/sata - Portable,Disco,30000,"4,8",462,1000
Adaptador Usb 3.0 A Sata 2.5 Discos Rigidos Y Grabadoras Color Negro,Disco,6117,"4,6",173,1000
Gabinete Pc Gaming Sentey X10 Rgb Acrilic Usb 3.0 Sin Fuente,Gabinete,59999,"4,7",72,1000
Placa de video Nvidia MSI Ventus GeForce RTX 20 Series RTX 2060 SUPER GP OC Edition 8GB Gddr6,Placa de Video,554100,"4,7",354,1000
Fuente de alimentación para PC LNZ SX550-FS 550W negra 220V,Computadora,25499,"4,5",257,1000
Disco duro externo Seagate Expansion STKM2000400 2TB negro,Disco,126000,"4,8",2317,10000
Gabinete Msi Mag Forge 120a Airflow Mid Tower C/templado Led Color Negro,Gabinete,100279,"4,9",18,100
Placa Madre Asus Tuf Gaming B450m Plus 2  Ryzen M.2 Usb 3.2,Placa Madre,153999,"4,8",88,1000
Placa de video Nvidia Asus GeForce GT 730 700 Series GDDR5 GT730-SL-2GD5-BRK Black Edition 2GB,Placa de Video,119999,"4,8",51,500
Disco Duro 1 Tb Interno Seagate Sata 3 7200rpm 3.5in St10 /v Color Plata,Disco,60799,"4,6",1031,10000
Gabinete Pc Gamer Sentey R20 Sf Usb 3.0 Rgb Filtro Atx,Gabinete,63365,"4,3",39,1000
Mb Asus Prime Z790-p Svl Lga1700 13/12gen Ddr5 Usb-c Atx Color Negro,Otro,369999,"5,0",10,50
Placa De Video Asus Rx 560 Dual 4gb Gddr5 Radeon,Placa de Video,124999,"5,0",5,50
